#Scene file of a juniper				

#Terrain						
#name	cellWidth(m)	altitude(m)	xMin	yMin	xMax	yMax
Terrain0	10	0	0	0	400	400

#Polygons (optionnal)						
#fileId	"{(x1,y1);(x2,y2)...}"					
1	{(0,0);(400,0);(400,400);(0,400)}

#LayerSet
#LayerSetNumber polygonId  (a polygon can be attached to several layerSets...
1	1


#polygonId speciesName	height	baseHeight	coverFraction	characteristicSize	spatialGroup	aliveMoistureContent	deadMoistureContent aliveBulkDensity deadBulkDensity mvr svr	
# here notice that "Lanl litter and grass" does not require any coverFraction and characteristic size 
1	Lanl litter (below trees)	0.0085	0.0	0.0	0.0	0	0.0	5.0	0.0	9.76	500.0	4000.0
1	Lanl grass (avoid trees)	0.061	0.0	0.0	0.0	0	0.0	5.0	0.0	1.	500.0	10000.0
# here the bulk density of lanl grass was set so that the load is 0.022 t/ha (based on data)	


#Trees								
#Number	Species	x	y	z	DBH (cm)	HGT (m)	CBH(m)	CW(m)	liveNeedleMoistureContent	liveTwigMoistureContent	deadTwigMoistureContent	openess
1	Pinon pine	129.1	176.1	0.0	15.4	2.1	0.0	2.1	100	80	10	true
2	Pinon pine	147.1	213.9	0.0	38.9	6.1	0.5	6.6	1.6
3	Pinon pine	360.1	269.8	0.0	6.4	0.9	0.2	0.9	0.3
4	Pinon pine	167.0	325.0	0.0	7.7	1.8	0.2	1.7	0.5
5	Pinon pine	198.5	23.8	0.0	5.1	1.4	0.2	0.8	0.4
6	Pinon pine	163.7	122.1	0.0	6.4	1.1	0.1	0.6	0.3
7	Pinon pine	105.0	45.6	0.0	14.8	2.9	0.2	2.1	0.7
8	Pinon pine	71.2	66.9	0.0	6.9	0.9	0.2	0.8	0.3
9	Pinon pine	389.0	216.0	0.0	14.6	3.0	0.3	2.3	0.9
10	Pinon pine	57.9	50.2	0.0	16.6	4.1	0.1	2.6	0.9
11	Pinon pine	219.3	221.7	0.0	12.8	3.0	0.1	1.4	0.7
12	Pinon pine	342.4	297.4	0.0	18.4	3.7	0.1	3.0	0.8
13	Pinon pine	323.6	33.1	0.0	13.6	3.7	0.1	1.8	0.8
14	Pinon pine	83.6	147.8	0.0	57.6	6.1	0.5	7.3	1.6
15	Pinon pine	388.5	318.0	0.0	16.4	2.4	0.2	2.6	0.6
16	Pinon pine	40.0	378.5	0.0	14.8	3.0	0.2	2.7	0.7
17	Pinon pine	11.8	46.8	0.0	39.7	7.3	0.3	6.6	1.7
18	Pinon pine	192.6	157.4	0.0	9.0	5.2	2.7	1.5	3.2
19	Pinon pine	14.7	380.1	0.0	5.1	1.8	0.9	0.9	1.1
20	Pinon pine	210.6	9.1	0.0	6.4	1.5	0.9	0.3	1.0
21	Pinon pine	128.5	60.0	0.0	7.7	3.4	0.6	1.7	1.2
22	Pinon pine	149.7	398.6	0.0	6.4	2.7	0.0	1.4	0.5
23	Pinon pine	21.8	33.9	0.0	28.2	2.7	0.0	8.5	0.5
24	Pinon pine	38.6	40.4	0.0	11.5	2.3	0.2	1.3	0.6
25	Pinon pine	75.9	70.8	0.0	12.8	2.7	0.9	4.7	1.3
26	Pinon pine	297.2	338.7	0.0	11.3	2.7	0.3	2.1	0.8
27	Pinon pine	84.9	249.9	0.0	23.0	5.5	0.8	3.2	1.7
28	Pinon pine	355.3	52.5	0.0	7.4	2.4	0.9	2.0	1.2
29	Pinon pine	228.1	235.7	0.0	7.7	2.4	0.9	0.6	1.2
30	Pinon pine	291.0	40.8	0.0	17.2	2.4	1.8	2.0	2.0
31	Pinon pine	135.9	108.6	0.0	18.9	2.7	0.3	2.6	0.8
32	Pinon pine	147.2	367.5	0.0	15.6	2.1	1.8	2.9	1.9
33	Pinon pine	33.3	373.6	0.0	18.4	3.7	1.8	2.4	2.2
34	Pinon pine	325.6	353.7	0.0	41.0	7.3	0.6	7.8	2.0
35	Pinon pine	315.8	244.4	0.0	39.7	6.7	1.8	6.2	2.8
36	Pinon pine	211.1	127.2	0.0	13.3	5.2	0.2	1.4	1.2
37	Pinon pine	126.9	361.5	0.0	20.0	6.1	0.6	2.7	1.7
38	Pinon pine	230.4	322.6	0.0	18.2	7.0	0.6	2.0	1.9
39	Pinon pine	386.9	288.4	0.0	33.5	7.3	0.3	3.7	1.7
40	Pinon pine	355.3	133.9	0.0	20.0	7.0	0.3	2.7	1.6
41	Pinon pine	160.9	192.0	0.0	12.8	1.7	0.2	3.4	0.5
42	Pinon pine	198.9	311.4	0.0	20.5	2.4	0.0	4.1	0.5
43	Pinon pine	186.8	223.6	0.0	11.5	1.7	0.0	1.2	0.3
44	Pinon pine	220.9	156.7	0.0	21.0	4.6	0.3	2.1	1.2
45	Pinon pine	33.7	127.9	0.0	41.0	3.7	0.6	3.0	1.2
46	Pinon pine	295.8	386.7	0.0	21.8	2.7	0.6	1.7	1.0
47	Pinon pine	135.3	41.9	0.0	29.4	3.7	0.3	2.0	1.0
48	Pinon pine	118.3	53.9	0.0	32.0	2.1	0.3	6.2	0.7
49	Pinon pine	156.7	4.0	0.0	30.7	4.6	0.2	0.3	1.1
50	Pinon pine	227.8	126.4	0.0	24.3	2.7	0.0	3.0	0.5
51	Pinon pine	25.2	345.8	0.0	25.6	4.6	0.0	3.0	0.9
52	Pinon pine	53.4	247.4	0.0	41.2	4.9	0.9	3.0	1.7
53	Pinon pine	176.0	394.7	0.0	25.6	2.7	0.9	1.4	1.3
54	Pinon pine	131.1	369.1	0.0	14.1	0.9	0.0	2.1	0.2
55	Pinon pine	344.0	222.7	0.0	26.4	4.1	0.3	3.4	1.1
56	Pinon pine	177.5	38.5	0.0	31.7	5.0	0.3	2.3	1.2
57	Pinon pine	234.6	292.8	0.0	20.5	5.6	0.2	3.4	1.2
58	Pinon pine	121.6	120.7	0.0	17.4	3.7	0.0	3.8	0.7
59	Pinon pine	64.4	372.7	0.0	17.9	3.0	0.6	2.1	1.1
60	Pinon pine	119.3	234.9	0.0	15.4	3.4	3.7	2.0	3.6
